basin,NH_NSE,GNN_NSE,improvement
54016,0.8145209401962378,0.8281727380152805,0.013651797819042688
21013,0.8445720933480988,0.8579539497816443,0.013381856433545503
28055,0.9045343022527934,0.9178960344292084,0.013361732176415009
10003,0.914803848768291,0.9281349704801516,0.013331121711860572
45012,0.8128591008089834,0.8259459219037264,0.013086821094743017
28066,0.6948096997627284,0.7078216738218642,0.013011974059135789
18014,0.7088937921290503,0.7218803995779498,0.012986607448899457
47004,0.9067964947596344,0.919678722855567,0.012882228095932535
27079,0.9052626191346628,0.9180974747747548,0.012834855640092013
20007,0.8589276400975717,0.8715576894785472,0.01263004938097545
84005,0.8804253633095929,0.8930455157796187,0.012620152470025792
36009,0.8178326468200278,0.8304331747124977,0.012600527892469904
57008,0.9198167629247684,0.9324130297009002,0.012596266776131793
55029,0.7532631098600502,0.7657709738499286,0.012507863989878465
14005,0.5412584127900975,0.5537345824236701,0.012476169633572676
4006,0.8462021987236137,0.858652919648182,0.012450720924568337
42008,0.8172615631126872,0.8296475001686061,0.01238593705591895
35008,0.8896314600829717,0.902004912310831,0.01237345222785935
8009,0.7775042866002635,0.7897312174619672,0.012226930861703678
76014,0.770279342248076,0.7824897828179712,0.012210440569895176
43017,0.8187544618605841,0.8309271155740576,0.012172653713473536
40021,0.6931554001119005,0.7052897170170436,0.012134316905143105
25006,0.752352807825222,0.7644760030505169,0.012123195225294925
27041,0.838773694174279,0.8508843277247808,0.012110633550501793
28031,0.8501485331571121,0.8622495864864874,0.012101053329375278
10002,0.8584755800349191,0.8701286166743528,0.011653036639433734
22007,0.8541820738702398,0.865827710063457,0.011645636193217235
53009,0.9265613308609708,0.9381427847143108,0.011581453853339974
81007,0.81117120503073,0.822750899455091,0.011579694424360909
25001,0.8078384215037797,0.8193898921464293,0.011551470642649608
22009,0.8964595168465475,0.9079656090492322,0.011506092202684726
21011,0.7828919369890525,0.7940905770602978,0.01119864007124538
62001,0.9121159018571549,0.9233017161978884,0.011185814340733513
24001,0.8473103429513495,0.8584461822334368,0.011135839282087279
54095,0.8270683062040791,0.8381850768763944,0.011116770672315313
21009,0.8772094572135671,0.8881412071058119,0.010931749892244769
42003,0.807705700981614,0.8185968432637447,0.010891142282130728
52009,0.9142193074658058,0.9249737800516156,0.010754472585809749
40010,0.8463803824758258,0.8569747865850993,0.01059440410927348
28022,0.921380574556586,0.9319418740585628,0.010561299501976817
33018,0.8389726286711199,0.8494911128752586,0.0105184842041387
69030,0.8670801141327865,0.8775873805573977,0.010507266424611195
21006,0.8806588671175616,0.8911104421679085,0.010451575050346884
28074,0.9044606938509384,0.9146974699128172,0.010236776061878783
83010,0.868454658943295,0.8786804833041265,0.010225824360831526
55032,0.7023591185106263,0.7124865884625291,0.010127469951902834
13007,0.7561268770708551,0.766242229160998,0.010115352090142915
67001,0.8656590547940953,0.8756073806957454,0.009948325901650068
28040,0.8833822115242078,0.8933026634763642,0.009920451952156406
56002,0.918490291914548,0.9284019261357246,0.00991163422117658
27006,0.8639003835213068,0.8736710125822504,0.009770629060943614
54018,0.9228546490037406,0.9326113474348016,0.009756698431060973
16004,0.8884729994382881,0.8982093950833502,0.009736395645062124
